,Datum,Temp. A.,Temp. A..1,Temp. A..2,Feuchte A.,Feuchte A..1,Feuchte A..2,Luftdruck,Luftdruck.1,Luftdruck.2,Regen,Regen.1,Wind,Wind.1,Richtung,Sonnenschein,Sonnenschein.1,ET,ET.1,UV,UV.1,Solar,Solar.1,Taupunkt,Taupunkt.1,Taupunkt.2,Windchill,Windchill.1,Windchill.2,Windböen,Windböen.1
0,01.01.2008,"0,1 °C","Min. 23:55-2,7 °C","Max. 01:251,4 °C",91 %,Min. 18:4081 %,Max. 06:15100 %,"1026,4 hPa","Min. 23:501024,8 hPa","Max. 00:251028,6 hPa","0,2 l/m²","Max. 10:150,2 l/m²","0,3 km/h (0 Bft)","Max. 17:054,8 km/h (1 Bft)",N,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-1,2 °C","Max. 01:300,7 °C","Min. 23:55-3,8 °C","0,1 °C","Max. 01:301,4 °C","Min. 23:55-2,7 °C","2,2 km/h (1 Bft)","Max. 18:0511,3 km/h (2 Bft)"
1,02.01.2008,"-0,3 °C","Min. 01:35-3,2 °C","Max. 13:352,1 °C",76 %,Min. 21:5566 %,Max. 00:0593 %,"1020,0 hPa","Min. 23:501013,1 hPa","Max. 00:001024,9 hPa","0,0 l/m²","Max. 00:000,0 l/m²","2,9 km/h (1 Bft)","Max. 15:258,0 km/h (2 Bft)",O-NO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-4,1 °C","Max. 14:45-2,6 °C","Min. 23:55-5,5 °C","-0,3 °C","Max. 13:402,1 °C","Min. 01:35-3,2 °C","9,6 km/h (2 Bft)","Max. 22:1027,4 km/h (5 Bft)"
2,03.01.2008,"1,5 °C","Min. 00:55-0,7 °C","Max. 16:403,1 °C",63 %,Min. 17:1054 %,Max. 00:5570 %,"1008,8 hPa","Min. 13:201007,0 hPa","Max. 00:051013,2 hPa","0,0 l/m²","Max. 00:000,0 l/m²","3,8 km/h (1 Bft)","Max. 16:4011,3 km/h (2 Bft)",O-NO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-4,9 °C","Max. 14:35-3,9 °C","Min. 00:10-5,6 °C","1,4 °C","Max. 18:103,1 °C","Min. 03:15-1,5 °C","12,1 km/h (2 Bft)","Max. 19:2532,2 km/h (5 Bft)"
3,04.01.2008,"1,9 °C","Min. 08:40-0,6 °C","Max. 13:155,2 °C",68 %,Min. 13:1056 %,Max. 08:3579 %,"1012,2 hPa","Min. 00:001008,7 hPa","Max. 21:101015,0 hPa","0,0 l/m²","Max. 00:000,0 l/m²","1,2 km/h (1 Bft)","Max. 21:206,4 km/h (2 Bft)",NW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-3,3 °C","Max. 23:55-1,5 °C","Min. 02:00-4,9 °C","1,9 °C","Max. 13:155,2 °C","Min. 08:40-0,6 °C","4,7 km/h (1 Bft)","Max. 00:4022,5 km/h (4 Bft)"
4,05.01.2008,"6,1 °C","Min. 00:002,1 °C","Max. 09:308,8 °C",82 %,Min. 09:4562 %,Max. 15:5593 %,"1010,4 hPa","Min. 23:551007,0 hPa","Max. 02:151014,0 hPa","5,2 l/m²","Max. 10:300,2 l/m²","2,7 km/h (1 Bft)","Max. 09:458,0 km/h (2 Bft)",S-SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"3,1 °C","Max. 20:456,1 °C","Min. 00:40-1,7 °C","6,1 °C","Max. 09:308,8 °C","Min. 00:002,1 °C","8,5 km/h (2 Bft)","Max. 11:4025,7 km/h (4 Bft)"
5,06.01.2008,"5,8 °C","Min. 23:551,2 °C","Max. 14:109,7 °C",88 %,Min. 15:0067 %,Max. 04:4595 %,"1012,7 hPa","Min. 02:151005,5 hPa","Max. 20:101018,9 hPa","4,8 l/m²","Max. 00:000,2 l/m²","1,2 km/h (1 Bft)","Max. 14:104,8 km/h (1 Bft)",SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"4,0 °C","Max. 12:206,3 °C","Min. 23:550,0 °C","5,8 °C","Max. 14:109,7 °C","Min. 23:551,2 °C","4,8 km/h (1 Bft)","Max. 14:1017,7 km/h (3 Bft)"
6,07.01.2008,"6,8 °C","Min. 00:200,8 °C","Max. 12:409,8 °C",81 %,Min. 23:2068 %,Max. 01:2095 %,"1016,4 hPa","Min. 08:151009,8 hPa","Max. 23:401021,7 hPa","4,4 l/m²","Max. 07:500,6 l/m²","3,0 km/h (1 Bft)","Max. 14:509,7 km/h (2 Bft)",S-SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"3,7 °C","Max. 12:407,2 °C","Min. 00:20-0,3 °C","6,7 °C","Max. 12:409,8 °C","Min. 00:200,8 °C","9,4 km/h (2 Bft)","Max. 14:3025,7 km/h (4 Bft)"
7,08.01.2008,"6,5 °C","Min. 08:203,8 °C","Max. 14:459,9 °C",77 %,Min. 00:0068 %,Max. 08:2588 %,"1022,7 hPa","Min. 23:501018,7 hPa","Max. 09:301025,1 hPa","0,0 l/m²","Max. 00:000,0 l/m²","2,0 km/h (1 Bft)","Max. 00:108,0 km/h (2 Bft)",SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"2,8 °C","Max. 14:404,7 °C","Min. 23:501,2 °C","6,5 °C","Max. 14:459,9 °C","Min. 08:203,8 °C","6,8 km/h (2 Bft)","Max. 00:2022,5 km/h (4 Bft)"
8,09.01.2008,"6,3 °C","Min. 06:303,4 °C","Max. 14:009,6 °C",79 %,Min. 12:5570 %,Max. 18:2092 %,"1017,8 hPa","Min. 14:551016,0 hPa","Max. 23:451020,7 hPa","0,4 l/m²","Max. 17:250,2 l/m²","2,1 km/h (1 Bft)","Max. 10:556,4 km/h (2 Bft)",S-SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"2,9 °C","Max. 20:006,9 °C","Min. 03:000,1 °C","6,3 °C","Max. 14:009,6 °C","Min. 06:303,4 °C","7,4 km/h (2 Bft)","Max. 12:3017,7 km/h (3 Bft)"
9,10.01.2008,"7,1 °C","Min. 07:503,5 °C","Max. 15:4010,3 °C",85 %,Min. 19:4075 %,Max. 04:2597 %,"1018,0 hPa","Min. 23:351014,7 hPa","Max. 00:001020,7 hPa","0,0 l/m²","Max. 00:000,0 l/m²","1,1 km/h (1 Bft)","Max. 10:204,8 km/h (1 Bft)",SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"4,6 °C","Max. 15:257,3 °C","Min. 07:552,5 °C","7,1 °C","Max. 15:4010,3 °C","Min. 07:553,5 °C","4,9 km/h (1 Bft)","Max. 11:0516,1 km/h (3 Bft)"
10,11.01.2008,"10,0 °C","Min. 00:055,4 °C","Max. 15:4512,9 °C",65 %,Min. 19:2047 %,Max. 00:0086 %,"1007,8 hPa","Min. 22:501001,1 hPa","Max. 00:001014,7 hPa","0,0 l/m²","Max. 00:000,0 l/m²","3,6 km/h (1 Bft)","Max. 19:159,7 km/h (2 Bft)",SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"3,4 °C","Max. 13:255,5 °C","Min. 21:251,2 °C","10,0 °C","Max. 15:4512,9 °C","Min. 00:205,4 °C","11,5 km/h (2 Bft)","Max. 16:4027,4 km/h (5 Bft)"
11,12.01.2008,"6,7 °C","Min. 23:553,0 °C","Max. 03:159,2 °C",77 %,Min. 00:1559 %,Max. 22:3592 %,"1009,8 hPa","Min. 00:501000,9 hPa","Max. 23:401019,7 hPa","0,0 l/m²","Max. 00:000,0 l/m²","2,1 km/h (1 Bft)","Max. 08:008,0 km/h (2 Bft)",S-SW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"2,9 °C","Max. 13:204,0 °C","Min. 23:151,3 °C","6,7 °C","Max. 03:109,1 °C","Min. 23:553,0 °C","7,0 km/h (2 Bft)","Max. 06:4519,3 km/h (3 Bft)"
12,13.01.2008,"3,1 °C","Min. 08:35-1,0 °C","Max. 13:556,8 °C",84 %,Min. 13:5071 %,Max. 09:1594 %,"1018,3 hPa","Min. 23:551013,3 hPa","Max. 09:051020,9 hPa","0,2 l/m²","Max. 10:400,2 l/m²","1,9 km/h (1 Bft)","Max. 14:156,4 km/h (2 Bft)",N,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"0,6 °C","Max. 12:552,1 °C","Min. 08:35-2,0 °C","3,1 °C","Max. 13:556,8 °C","Min. 08:35-1,0 °C","6,0 km/h (2 Bft)","Max. 15:4517,7 km/h (3 Bft)"
13,14.01.2008,"4,5 °C","Min. 07:401,4 °C","Max. 21:256,9 °C",80 %,Min. 12:5068 %,Max. 07:5588 %,"1012,7 hPa","Min. 02:051012,1 hPa","Max. 10:501013,5 hPa","0,4 l/m²","Max. 23:550,4 l/m²","1,8 km/h (1 Bft)","Max. 18:358,0 km/h (2 Bft)",S-SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"1,3 °C","Max. 23:353,6 °C","Min. 07:40-0,5 °C","4,5 °C","Max. 21:256,9 °C","Min. 07:401,4 °C","6,2 km/h (2 Bft)","Max. 18:3520,9 km/h (4 Bft)"
14,15.01.2008,"8,2 °C","Min. 03:153,8 °C","Max. 15:0511,1 °C",70 %,Min. 21:3050 %,Max. 03:2588 %,"1007,0 hPa","Min. 23:50998,4 hPa","Max. 00:051012,5 hPa","0,0 l/m²","Max. 00:000,0 l/m²","4,0 km/h (1 Bft)","Max. 11:459,7 km/h (2 Bft)",S-SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"2,9 °C","Max. 11:154,3 °C","Min. 22:200,6 °C","8,1 °C","Max. 15:1011,1 °C","Min. 03:153,8 °C","12,1 km/h (2 Bft)","Max. 11:4524,1 km/h (4 Bft)"
15,16.01.2008,"8,9 °C","Min. 23:557,1 °C","Max. 15:0011,6 °C",76 %,Min. 00:0055 %,Max. 05:3589 %,"1000,7 hPa","Min. 07:05997,7 hPa","Max. 23:501006,7 hPa","2,6 l/m²","Max. 00:250,2 l/m²","3,3 km/h (1 Bft)","Max. 12:009,7 km/h (2 Bft)",S-SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"4,8 °C","Max. 06:506,1 °C","Min. 00:001,9 °C","8,9 °C","Max. 14:5511,5 °C","Min. 23:557,1 °C","10,0 km/h (2 Bft)","Max. 12:0524,1 km/h (4 Bft)"
16,17.01.2008,"7,7 °C","Min. 09:206,3 °C","Max. 14:5010,0 °C",78 %,Min. 21:5064 %,Max. 23:5590 %,"1011,3 hPa","Min. 00:051006,7 hPa","Max. 10:251014,8 hPa","5,2 l/m²","Max. 23:550,8 l/m²","2,5 km/h (1 Bft)","Max. 21:508,0 km/h (2 Bft)",S-SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"4,1 °C","Max. 13:105,4 °C","Min. 21:502,2 °C","7,7 °C","Max. 14:459,9 °C","Min. 09:206,3 °C","8,0 km/h (2 Bft)","Max. 22:0524,1 km/h (4 Bft)"
17,18.01.2008,"8,8 °C","Min. 00:056,3 °C","Max. 12:2010,9 °C",84 %,Min. 12:3069 %,Max. 01:2592 %,"1017,5 hPa","Min. 00:351009,2 hPa","Max. 23:251021,8 hPa","4,2 l/m²","Max. 17:450,4 l/m²","3,7 km/h (1 Bft)","Max. 22:009,7 km/h (2 Bft)",S-SW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"6,3 °C","Max. 23:458,1 °C","Min. 00:054,8 °C","8,8 °C","Max. 12:3010,9 °C","Min. 00:056,3 °C","11,6 km/h (2 Bft)","Max. 21:3529,0 km/h (5 Bft)"
18,19.01.2008,"11,9 °C","Min. 00:0010,3 °C","Max. 19:4012,7 °C",80 %,Min. 19:5074 %,Max. 01:1087 %,"1024,8 hPa","Min. 02:001021,6 hPa","Max. 23:551027,3 hPa","0,0 l/m²","Max. 00:000,0 l/m²","6,2 km/h (2 Bft)","Max. 03:0511,3 km/h (2 Bft)",S-SW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"8,6 °C","Max. 16:159,3 °C","Min. 23:057,9 °C","11,6 °C","Max. 19:4512,7 °C","Min. 03:158,6 °C","17,0 km/h (3 Bft)","Max. 11:0533,8 km/h (5 Bft)"
19,20.01.2008,"11,8 °C","Min. 23:0010,0 °C","Max. 13:5514,4 °C",73 %,Min. 15:1065 %,Max. 06:4082 %,"1026,1 hPa","Min. 23:401024,2 hPa","Max. 10:551027,5 hPa","0,0 l/m²","Max. 00:000,0 l/m²","3,9 km/h (1 Bft)","Max. 14:2010,4 km/h (2 Bft)",S-SW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"7,0 °C","Max. 13:458,3 °C","Min. 21:005,7 °C","11,6 °C","Max. 13:5514,3 °C","Min. 23:0510,0 °C","11,4 km/h (2 Bft)","Max. 13:4530,6 km/h (5 Bft)"
20,21.01.2008,"10,1 °C","Min. 07:209,4 °C","Max. 11:4511,1 °C",71 %,Min. 13:5065 %,Max. 23:2580 %,"1019,1 hPa","Min. 23:551010,9 hPa","Max. 00:101024,3 hPa","0,0 l/m²","Max. 00:000,0 l/m²","4,7 km/h (1 Bft)","Max. 23:1512,8 km/h (3 Bft)",S-SW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"5,1 °C","Max. 23:256,5 °C","Min. 18:403,7 °C","9,9 °C","Max. 11:4511,1 °C","Min. 23:156,0 °C","13,1 km/h (3 Bft)","Max. 23:1530,6 km/h (5 Bft)"
21,22.01.2008,"6,7 °C","Min. 23:551,1 °C","Max. 01:1010,0 °C",74 %,Min. 16:4055 %,Max. 06:3588 %,"1018,6 hPa","Min. 05:201007,4 hPa","Max. 23:451032,6 hPa","0,6 l/m²","Max. 09:100,4 l/m²","4,7 km/h (1 Bft)","Max. 01:2012,9 km/h (3 Bft)",NW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"2,4 °C","Max. 01:357,2 °C","Min. 16:40-2,1 °C","6,1 °C","Max. 00:259,7 °C","Min. 23:551,1 °C","13,4 km/h (3 Bft)","Max. 09:3040,2 km/h (6 Bft)"
22,23.01.2008,"3,6 °C","Min. 04:150,0 °C","Max. 13:107,3 °C",74 %,Min. 15:0560 %,Max. 05:5592 %,"1032,9 hPa","Min. 23:451031,7 hPa","Max. 07:501034,5 hPa","0,0 l/m²","Max. 00:000,0 l/m²","1,4 km/h (1 Bft)","Max. 14:554,8 km/h (1 Bft)",SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-0,8 °C","Max. 13:100,5 °C","Min. 00:55-2,1 °C","3,6 °C","Max. 13:107,3 °C","Min. 04:150,0 °C","4,8 km/h (1 Bft)","Max. 11:5511,3 km/h (2 Bft)"
23,24.01.2008,"6,0 °C","Min. 06:302,8 °C","Max. 15:259,4 °C",67 %,Min. 12:2554 %,Max. 23:5591 %,"1030,6 hPa","Min. 14:551028,4 hPa","Max. 23:401034,9 hPa","2,6 l/m²","Max. 21:100,2 l/m²","1,3 km/h (1 Bft)","Max. 11:054,8 km/h (1 Bft)",SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"0,2 °C","Max. 23:554,0 °C","Min. 10:35-1,7 °C","6,0 °C","Max. 15:259,4 °C","Min. 06:302,8 °C","5,0 km/h (1 Bft)","Max. 12:0514,5 km/h (3 Bft)"
24,25.01.2008,"4,0 °C","Min. 08:000,3 °C","Max. 14:408,9 °C",86 %,Min. 14:3564 %,Max. 06:1099 %,"1039,4 hPa","Min. 00:001035,0 hPa","Max. 11:151042,5 hPa","0,2 l/m²","Max. 02:400,2 l/m²","0,6 km/h (0 Bft)","Max. 11:103,2 km/h (1 Bft)",N,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"1,8 °C","Max. 01:304,1 °C","Min. 08:15-0,7 °C","4,0 °C","Max. 14:408,9 °C","Min. 08:000,3 °C","2,7 km/h (1 Bft)","Max. 13:2511,3 km/h (2 Bft)"
25,26.01.2008,"4,0 °C","Min. 00:350,7 °C","Max. 13:458,8 °C",79 %,Min. 13:5065 %,Max. 00:0589 %,"1037,2 hPa","Min. 23:551034,2 hPa","Max. 00:101039,2 hPa","0,0 l/m²","Max. 00:000,0 l/m²","2,0 km/h (1 Bft)","Max. 11:556,4 km/h (2 Bft)",S-SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"0,6 °C","Max. 13:552,9 °C","Min. 01:05-1,1 °C","4,0 °C","Max. 13:458,7 °C","Min. 00:350,7 °C","6,7 km/h (2 Bft)","Max. 11:5522,5 km/h (4 Bft)"
26,27.01.2008,"5,8 °C","Min. 00:203,2 °C","Max. 15:008,8 °C",60 %,Min. 14:4543 %,Max. 00:2080 %,"1032,4 hPa","Min. 08:351030,7 hPa","Max. 23:551035,2 hPa","0,0 l/m²","Max. 00:000,0 l/m²","2,0 km/h (1 Bft)","Max. 14:256,4 km/h (2 Bft)",S-SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-1,5 °C","Max. 00:200,2 °C","Min. 14:45-3,2 °C","5,8 °C","Max. 15:008,8 °C","Min. 00:003,3 °C","6,7 km/h (2 Bft)","Max. 13:4519,3 km/h (3 Bft)"
27,28.01.2008,"6,2 °C","Min. 03:255,2 °C","Max. 15:208,1 °C",67 %,Min. 00:0062 %,Max. 23:1080 %,"1034,0 hPa","Min. 18:451032,0 hPa","Max. 03:151035,8 hPa","0,0 l/m²","Max. 00:000,0 l/m²","0,7 km/h (0 Bft)","Max. 00:203,2 km/h (1 Bft)",N,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"0,5 °C","Max. 22:003,0 °C","Min. 04:20-1,5 °C","6,2 °C","Max. 15:208,1 °C","Min. 03:255,2 °C","3,2 km/h (1 Bft)","Max. 00:209,7 km/h (2 Bft)"
28,29.01.2008,"6,3 °C","Min. 23:453,8 °C","Max. 12:409,6 °C",77 %,Min. 12:1564 %,Max. 23:4088 %,"1028,5 hPa","Min. 23:451023,9 hPa","Max. 00:051032,2 hPa","0,0 l/m²","Max. 00:000,0 l/m²","0,7 km/h (0 Bft)","Max. 11:054,8 km/h (1 Bft)",N,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"2,6 °C","Max. 14:353,9 °C","Min. 03:551,6 °C","6,3 °C","Max. 12:359,5 °C","Min. 23:503,8 °C","3,2 km/h (1 Bft)","Max. 12:1514,5 km/h (3 Bft)"
29,30.01.2008,"3,6 °C","Min. 05:302,4 °C","Max. 11:505,8 °C",88 %,Min. 13:4077 %,Max. 22:1093 %,"1024,4 hPa","Min. 07:051022,8 hPa","Max. 23:551028,0 hPa","4,8 l/m²","Max. 18:100,2 l/m²","1,8 km/h (1 Bft)","Max. 13:206,4 km/h (2 Bft)",S-SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"1,7 °C","Max. 11:453,0 °C","Min. 14:300,7 °C","3,6 °C","Max. 11:505,8 °C","Min. 05:102,5 °C","6,4 km/h (2 Bft)","Max. 13:5519,3 km/h (3 Bft)"
30,31.01.2008,"2,8 °C","Min. 08:151,4 °C","Max. 14:304,8 °C",85 %,Min. 23:5067 %,Max. 01:3094 %,"1022,0 hPa","Min. 23:551011,3 hPa","Max. 04:351028,1 hPa","0,0 l/m²","Max. 00:000,0 l/m²","2,9 km/h (1 Bft)","Max. 22:158,0 km/h (2 Bft)",S,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"0,5 °C","Max. 00:001,9 °C","Min. 23:50-2,2 °C","2,8 °C","Max. 14:254,7 °C","Min. 22:151,3 °C","8,9 km/h (2 Bft)","Max. 22:2030,6 km/h (5 Bft)"
31,Min-Datum,02.01.08,02.01.08,02.01.08,27.01.08,27.01.08,27.01.08,16.01.08,16.01.08,16.01.08,14 Tage,14 Tage,31.01.08,31.01.08,-,-,-,-,-,-,-,-,-,03.01.08,03.01.08,03.01.08,02.01.08,02.01.08,02.01.08,31.01.08,31.01.08
32,Min-Zeit,01:35,01:35,01:35,14:45,14:45,14:45,07:05,07:05,07:05,-,-,00:00,00:00,-,-,-,-,-,-,-,-,-,00:10,00:10,00:10,01:35,01:35,01:35,00:00,00:00
33,Minimum,"-3,2 °C","-3,2 °C","-3,2 °C",43 %,43 %,43 %,"997,7 hPa","997,7 hPa","997,7 hPa",-,-,"0,0 km/h (0 Bft)","0,0 km/h (0 Bft)",-,-,-,-,-,-,-,-,-,"-5,6 °C","-5,6 °C","-5,6 °C","-3,2 °C","-3,2 °C","-3,2 °C","0,0 km/h (0 Bft)","0,0 km/h (0 Bft)"
34,Max-Datum,20.01.08,20.01.08,20.01.08,01.01.08,01.01.08,01.01.08,25.01.08,25.01.08,25.01.08,17.01.08,17.01.08,22.01.08,22.01.08,-,31.01.08,31.01.08,31.01.08,31.01.08,31.01.08,31.01.08,31.01.08,31.01.08,19.01.08,19.01.08,19.01.08,20.01.08,20.01.08,20.01.08,22.01.08,22.01.08
35,Max-Zeit,13:55,13:55,13:55,06:15,06:15,06:15,11:15,11:15,11:15,23:55,23:55,01:20,01:20,-,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,16:15,16:15,16:15,13:55,13:55,13:55,09:30,09:30
36,Maximum,"14,4 °C","14,4 °C","14,4 °C",100 %,100 %,100 %,"1042,5 hPa","1042,5 hPa","1042,5 hPa","5,2 l/m²","5,2 l/m²","12,9 km/h NW (3 Bft)","12,9 km/h NW (3 Bft)",-,"0,00 h","0,00 h","0,000 mm","0,000 mm","0,0 UV-I","0,0 UV-I",0 W/m²,0 W/m²,"9,3 °C","9,3 °C","9,3 °C","14,3 °C","14,3 °C","14,3 °C","40,2 km/h W (6 Bft)","40,2 km/h W (6 Bft)"
37,Durchschnitt,"5,9 °C","5,9 °C","5,9 °C",77 %,77 %,77 %,"1020,0 hPa","1020,0 hPa","1020,0 hPa","#35,8 l/m²","#35,8 l/m²","2,5 km/h (1 Bft)","2,5 km/h (1 Bft)",S-SO,#0 min.,#0 min.,"#0,000 mm","#0,000 mm","0,0 UV-I","0,0 UV-I",0 W/m²,0 W/m²,"2,0 °C","2,0 °C","2,0 °C","5,8 °C","5,8 °C","5,8 °C","7,9 km/h (2 Bft)","7,9 km/h (2 Bft)"
